transporter	TIGRFAM	mainrole	sub1role	go_id	go_name	TIGRFAM_NAME	MG_max	MT_max
T1004	TIGR02119	Transport and binding proteins	Other	GO:0015498	pantothenate:sodium symporter activity	panF: sodium/pantothenate symporter	0.0	0.0
T1004	TIGR02119	Transport and binding proteins	Other	GO:0015887	pantothenate transmembrane transport	panF: sodium/pantothenate symporter	0.0	0.0
T1004	TIGR02119	Transport and binding proteins	Other	GO:0015937	coenzyme A biosynthetic process	panF: sodium/pantothenate symporter	0.0	0.0
T1004	TIGR02119	Biosynthesis of cofactors, prosthetic groups, and carriers	Pantothenate and coenzyme A	GO:0015498	pantothenate:sodium symporter activity	panF: sodium/pantothenate symporter	0.0	0.0
T1004	TIGR02119	Biosynthesis of cofactors, prosthetic groups, and carriers	Pantothenate and coenzyme A	GO:0015887	pantothenate transmembrane transport	panF: sodium/pantothenate symporter	0.0	0.0
T1004	TIGR02119	Biosynthesis of cofactors, prosthetic groups, and carriers	Pantothenate and coenzyme A	GO:0015937	coenzyme A biosynthetic process	panF: sodium/pantothenate symporter	0.0	0.0
T1006	TIGR03173	0	0	GO:0016021	integral component of membrane	pbuX: xanthine permease	0.18418083694952647	0.2329353185689779
T1006	TIGR03173	0	0	GO:0042906	xanthine transport	pbuX: xanthine permease	0.18418083694952647	0.2329353185689779
T1006	TIGR03173	0	0	GO:0042907	xanthine transmembrane transporter activity	pbuX: xanthine permease	0.18418083694952647	0.2329353185689779
T1008	TIGR03227	0	0	GO:0030288	outer membrane-bounded periplasmic space	PhnS: 2-aminoethylphosphonate ABC transporter, 2-aminoethylphosphonate binding protein	0.0	0.0
T1008	TIGR03227	0	0	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	PhnS: 2-aminoethylphosphonate ABC transporter, 2-aminoethylphosphonate binding protein	0.0	0.0
T1008	TIGR03227	0	0	GO:0031362	anchored component of external side of plasma membrane	PhnS: 2-aminoethylphosphonate ABC transporter, 2-aminoethylphosphonate binding protein	0.0	0.0
T1008	TIGR03227	0	0	GO:0033223	2-aminoethylphosphonate transport	PhnS: 2-aminoethylphosphonate ABC transporter, 2-aminoethylphosphonate binding protein	0.0	0.0
T1008	TIGR03227	0	0	GO:0033225	2-aminoethylphosphonate-transporting ATPase activity	PhnS: 2-aminoethylphosphonate ABC transporter, 2-aminoethylphosphonate binding protein	0.0	0.0
T1008	TIGR03227	0	0	GO:0033226	2-aminoethylphosphonate binding	PhnS: 2-aminoethylphosphonate ABC transporter, 2-aminoethylphosphonate binding protein	0.0	0.0
T1009	TIGR03226	0	0	GO:0005887	integral component of plasma membrane	PhnU: 2-aminoethylphosphonate ABC transporter, permease protein	0.0	0.0
T1009	TIGR03226	0	0	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	PhnU: 2-aminoethylphosphonate ABC transporter, permease protein	0.0	0.0
T1009	TIGR03226	0	0	GO:0033223	2-aminoethylphosphonate transport	PhnU: 2-aminoethylphosphonate ABC transporter, permease protein	0.0	0.0
T1009	TIGR03226	0	0	GO:0033225	2-aminoethylphosphonate-transporting ATPase activity	PhnU: 2-aminoethylphosphonate ABC transporter, permease protein	0.0	0.0
T101	TIGR01277	Transport and binding proteins	Other	GO:0005524	ATP binding	thiQ: thiamine ABC transporter, ATP-binding protein	0.00801027541026739	0.0
T101	TIGR01277	Transport and binding proteins	Other	GO:0009898	cytoplasmic side of plasma membrane	thiQ: thiamine ABC transporter, ATP-binding protein	0.00801027541026739	0.0
T101	TIGR01277	Transport and binding proteins	Other	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	thiQ: thiamine ABC transporter, ATP-binding protein	0.00801027541026739	0.0
T101	TIGR01277	Transport and binding proteins	Other	GO:0015619	thiamine pyrophosphate-transporting ATPase activity	thiQ: thiamine ABC transporter, ATP-binding protein	0.00801027541026739	0.0
T101	TIGR01277	Transport and binding proteins	Other	GO:0015888	thiamine transport	thiQ: thiamine ABC transporter, ATP-binding protein	0.00801027541026739	0.0
T101	TIGR01277	Transport and binding proteins	Other	GO:0030974	thiamine pyrophosphate transmembrane transport	thiQ: thiamine ABC transporter, ATP-binding protein	0.00801027541026739	0.0
T101	TIGR01277	Transport and binding proteins	Other	GO:0048502	thiamine-transporting ATPase activity	thiQ: thiamine ABC transporter, ATP-binding protein	0.00801027541026739	0.0
T1010	TIGR03255	0	0	GO:0005887	integral component of plasma membrane	PhnV: 2-aminoethylphosphonate ABC transport system, membrane component PhnV	0.0	0.0
T1010	TIGR03255	0	0	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	PhnV: 2-aminoethylphosphonate ABC transport system, membrane component PhnV	0.0	0.0
T1010	TIGR03255	0	0	GO:0033223	2-aminoethylphosphonate transport	PhnV: 2-aminoethylphosphonate ABC transport system, membrane component PhnV	0.0	0.0
T1010	TIGR03255	0	0	GO:0033225	2-aminoethylphosphonate-transporting ATPase activity	PhnV: 2-aminoethylphosphonate ABC transport system, membrane component PhnV	0.0	0.0
T1013	TIGR01098	Transport and binding proteins	Anions	GO:0030288	outer membrane-bounded periplasmic space	3A0109s03R: phosphate/phosphite/phosphonate ABC transporter, periplasmic binding protein	0.6859408242012035	1.8438386936363482
T1013	TIGR01098	Transport and binding proteins	Anions	GO:0055052	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing	3A0109s03R: phosphate/phosphite/phosphonate ABC transporter, periplasmic binding protein	0.6859408242012035	1.8438386936363482
T1013	TIGR01098	Transport and binding proteins	Anions	GO:0031362	anchored component of external side of plasma membrane	3A0109s03R: phosphate/phosphite/phosphonate ABC transporter, periplasmic binding protein	0.6859408242012035	1.8438386936363482
T1013	TIGR01098	Transport and binding proteins	Anions	GO:0043168	anion binding	3A0109s03R: phosphate/phosphite/phosphonate ABC transporter, periplasmic binding protein	0.6859408242012035	1.8438386936363482
T1013	TIGR01098	Transport and binding proteins	Anions	GO:0043225	ATPase-coupled anion transmembrane transporter activity	3A0109s03R: phosphate/phosphite/phosphonate ABC transporter, periplasmic binding protein	0.6859408242012035	1.8438386936363482
T102	TIGR00985	Transport and binding proteins	Amino acids, peptides and amines	0	0	3a0801s04tom: mitochondrial import receptor subunit	0.0	0.0
T1020	TIGR01528	Transport and binding proteins	Other	GO:0016021	integral component of membrane	NMN_trans_PnuC: nicotinamide mononucleotide transporter PnuC	2.6604403996196506	1.934344366960624
T1020	TIGR01528	Transport and binding proteins	Other	GO:0015663	nicotinamide mononucleotide transmembrane transporter activity	NMN_trans_PnuC: nicotinamide mononucleotide transporter PnuC	2.6604403996196506	1.934344366960624
T1020	TIGR01528	Transport and binding proteins	Other	GO:0015890	nicotinamide mononucleotide transport	NMN_trans_PnuC: nicotinamide mononucleotide transporter PnuC	2.6604403996196506	1.934344366960624
T1020	TIGR01528	Biosynthesis of cofactors, prosthetic groups, and carriers	Pyridine nucleotides	GO:0016021	integral component of membrane	NMN_trans_PnuC: nicotinamide mononucleotide transporter PnuC	2.6604403996196506	1.934344366960624
T1020	TIGR01528	Biosynthesis of cofactors, prosthetic groups, and carriers	Pyridine nucleotides	GO:0015663	nicotinamide mononucleotide transmembrane transporter activity	NMN_trans_PnuC: nicotinamide mononucleotide transporter PnuC	2.6604403996196506	1.934344366960624
T1020	TIGR01528	Biosynthesis of cofactors, prosthetic groups, and carriers	Pyridine nucleotides	GO:0015890	nicotinamide mononucleotide transport	NMN_trans_PnuC: nicotinamide mononucleotide transporter PnuC	2.6604403996196506	1.934344366960624
T1025	TIGR02554	Protein fate	Protein and peptide secretion and trafficking	GO:0030254	protein secretion by the type III secretion system	PrgH: type III secretion apparatus protein PrgH/EprH	0.0	0.0
T1025	TIGR02554	Protein fate	Protein and peptide secretion and trafficking	GO:0030257	type III protein secretion system complex	PrgH: type III secretion apparatus protein PrgH/EprH	0.0	0.0
T1025	TIGR02554	Cellular processes	Pathogenesis	GO:0030254	protein secretion by the type III secretion system	PrgH: type III secretion apparatus protein PrgH/EprH	0.0	0.0
T1025	TIGR02554	Cellular processes	Pathogenesis	GO:0030257	type III protein secretion system complex	PrgH: type III secretion apparatus protein PrgH/EprH	0.0	0.0
T1028	TIGR01728	Transport and binding proteins	Other	GO:0042626	ATPase activity, coupled to transmembrane movement of substances	SsuA_fam: ABC transporter, substrate-binding protein, aliphatic sulfonates family	0.4407524859431337	0.1195767925031174
