COG4148	8	ABC-type molybdate transport system, ATPase component
TIGR04520	8	ECF_ATPase_1: energy-coupling factor transporter ATPase
TIGR04521	8	ECF_ATPase_2: energy-coupling factor transporter ATPase
TIGR02769	8	nickel_nikE: nickel import ATP-binding protein NikE
COG0704	8	Phosphate uptake regulator
TIGR01417	8	PTS_I_fam: phosphoenolpyruvate-protein phosphotransferase
TIGR01256	8	modA: molybdate ABC transporter, periplasmic molybdate-binding protein
TIGR02568	8	LcrE: type III secretion regulator YopN/LcrE/InvE/MxiC
TIGR03226	8	PhnU: 2-aminoethylphosphonate ABC transporter, permease protein
COG4668	8	Mannitol/fructose-specific phosphotransferase system, IIA domain
COG4669	8	Type III secretory pathway, lipoprotein EscJ
TIGR01497	8	kdpB: K+-transporting ATPase, B subunit
COG3524	8	Capsule polysaccharide export protein
COG4150	8	ABC-type sulfate transport system, periplasmic component
TIGR01010	8	BexC_CtrB_KpsE: polysaccharide export inner-membrane protein, BexC/CtrB/KpsE family
COG0715	8	ABC-type nitrate/sulfonate/bicarbonate transport systems, periplasmic components
COG1593	8	TRAP-type C4-dicarboxylate transport system, large permease component
TIGR03255	8	PhnV: 2-aminoethylphosphonate ABC transport system, membrane component PhnV
COG3090	8	TRAP-type C4-dicarboxylate transport system, small permease component
COG2216	8	High-affinity K+ transport system, ATPase chain B
COG3839	8	ABC-type sugar transport systems, ATPase components
COG1116	8	ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component
COG1113	8	Gamma-aminobutyrate permease and related permeases
PF02321	8	Outer membrane efflux protein
COG1653	8	ABC-type sugar transport system, periplasmic component
TIGR03003	8	ectoine_ehuD: ectoine/hydroxyectoine ABC transporter, permease protein EhuD
TIGR00787	8	dctP: TRAP transporter solute receptor, DctP family
COG1445	8	Phosphotransferase system fructose-specific component IIB
COG0811	8	Biopolymer transport proteins
COG3925	8	N-terminal domain of the phosphotransferase system fructose-specific component IIB
COG4215	8	ABC-type arginine transport system, permease component
COG1299	8	Phosphotransferase system, fructose-specific IIC component
